,Alcohol,Appellation,Category,Points,Price,Review,Url,Variety,Wine,Winery,Appellation1,Appellation2,Appellation3,Appellation4,wine_type,Varietals,Region,Year,Region2,Var
1159,13.5,"Sonoma Coast, Sonoma, California, US",Red,90,46.0,"A departure for this producer who tends to focus on its single-vineyard sites, this wine combines the best of several sites, with longevity and complexity in mind. It showcases the best of the coast's savory qualities, offering muted spice, firm tannins, orange, currant and a velvety midpalate.",https://www.winemag.com/buying-guide/balletto-2015-18-barrel-estate-grown-estate-bottled-pinot-noir-sonoma-coast/,Pinot Noir,Balletto 2015 18 Barrel Estate Grown Estate Bottled Pinot Noir (Sonoma Coast),Balletto,Sonoma Coast, Sonoma, California, US,,Pinot Noir,,2015.0,Sonoma Coast,Pinot Noir
1160,13.7,"Russian River Valley, Sonoma, California, US",Red,90,44.0,"Juicy, grippy and expansive in red and black cherry, this medium-bodied wine is smooth and seductive, an ideal representative of its reasonably warm site. It finishes on tones of black tea and rose petal.",https://www.winemag.com/buying-guide/balletto-2016-winery-block-estate-grown-estate-bottled-pinot-noir-russian-river-valley/,Pinot Noir,Balletto 2016 Winery Block Estate Grown Estate Bottled Pinot Noir (Russian River Valley),Balletto,Russian River Valley, Sonoma, California, US,Winery Block Estate Grown Estate Bottled Pinot Noir,Pinot Noir,,2016.0,Russian River Valley,Pinot Noir
1161,14.2,"Sonoma Mountain, Sonoma, California, US",Red,90,38.0,"Made from grapes grown at 1,000-foot elevation, this wine is velvety thick and concentrated, with a decadence and grip to it that intrigues. Black licorice, black cherry and blackberry dance around each other with intent, providing a warm, full-bodied explosion of flavorful beauty.",https://www.winemag.com/buying-guide/belden-barns-2016-estate-grown-pinot-noir-sonoma-mountain/,Pinot Noir,Belden Barns 2016 Estate Grown Pinot Noir (Sonoma Mountain),Belden Barns,Sonoma Mountain, Sonoma, California, US,Estate Grown Pinot Noir,Pinot Noir,,2016.0,Sonoma Mountain,Pinot Noir
1162,14.2,"Chehalem Mountains, Willamette Valley, Oregon, US",Red,90,38.0,"Taut flavors of fresh strawberries, along with a gentle squeeze of grapefruit, introduce this young, snappy wine. Firm tannins support the overall structure, and the balance suggests that this should continue to improve over the next three to five years, and keep for another five after that.",https://www.winemag.com/buying-guide/blakeslee-2015-estate-pinot-noir-chehalem-mountains/,Pinot Noir,Blakeslee 2015 Estate Pinot Noir (Chehalem Mountains),Blakeslee,Chehalem Mountains, Willamette Valley, Oregon, US,Estate Pinot Noir,Pinot Noir,,2015.0,Willamette Valley,Pinot Noir
1163,14.3,"Chehalem Mountains, Willamette Valley, Oregon, US",Red,90,48.0,"Muscular and ripe, this cuvée mixes cranberry and cherry fruit over a lightly earthy foundation. Barrel aging adds textural flavors of halvah (tahini-based candy). It's not at all sweet, but lovely and detailed.",https://www.winemag.com/buying-guide/blakeslee-2015-estate-reserve-select-cluster-pinot-noir-chehalem-mountains/,Pinot Noir,Blakeslee 2015 Estate Reserve Select Cluster Pinot Noir (Chehalem Mountains),Blakeslee,Chehalem Mountains, Willamette Valley, Oregon, US,Estate Reserve Select Cluster Pinot Noir,Pinot Noir,,2015.0,Willamette Valley,Pinot Noir
1164,14.2,"Carneros, Napa-Sonoma, California, US",Red,90,35.0,"With a slight edge of reduction on the nose, and a leathery, earthy entry, this wine opens nicely into waves of soft, round and rich black-cherry, strawberry and blueberry. It maintains its exuberance through the succulent midpalate and quiet finish.",https://www.winemag.com/buying-guide/bouchaine-2015-estate-pinot-noir-carneros-302526/,Pinot Noir,Bouchaine 2015 Estate Pinot Noir (Carneros),Bouchaine,Carneros, Napa-Sonoma, California, US,Estate Pinot Noir,Pinot Noir,,2015.0,Carneros,Pinot Noir
1165,13.9,"Willamette Valley, Willamette Valley, Oregon, US",Red,90,65.0,"While labeled Willamette Valley, this block selection is entirely estate-grown McMinnville AVA fruit. Spicy blackberry jam, cinnamon and chocolate flavors carry this wine, along with a pretty streak of candied violets. It shows medium concentration and high-toned brightness.",https://www.winemag.com/buying-guide/coeur-de-terre-2015-sarah-janes-block-reserve-pinot-noir-willamette-valley/,Pinot Noir,Coeur de Terre 2015 Sarah Jane's Block Reserve Pinot Noir (Willamette Valley),Coeur de Terre,Willamette Valley, Willamette Valley, Oregon, US,Sarah,Pinot Noir,,2015.0,Willamette Valley,Pinot Noir
1166,14.8,"Napa Valley, Napa, California, US",Red,90,70.0,"This blend is nearly a third each of Cabernet Sauvignon, Cabernet Franc and Merlot, with a deep, dark oak profile and plenty of firm, chalky tannins. The flavors lean toward licorice and cherry, with a bit of coffee and toffee richness.",https://www.winemag.com/buying-guide/corley-2014-proprietory-red-napa-valley/,Bordeaux-style Red Blend,Corley 2014 Proprietory Red (Napa Valley),Corley,Napa Valley, Napa, California, US,Proprietory Red,Red Blend,,2014.0,Napa Valley,Red Blend
1167,10.0,"Sonoma Mountain, Sonoma, California, US",Dessert,90,28.0,"Made in a Sauternes-like method, this dessert wine is balanced and smooth, its interwoven layers a celebration of salted caramel, green apple and dried apricot. Not too sweet nor rich, it will classically reward with blue cheeses, spiced nuts or on its own.",https://www.winemag.com/buying-guide/covenant-2016-zahav-late-harvest-botrytis-chardonnay-sonoma-mountain/,Chardonnay,Covenant 2016 Zahav Late Harvest Botrytis Chardonnay (Sonoma Mountain),Covenant,Sonoma Mountain, Sonoma, California, US,Zahav Late Harvest Botrytis Chardonnay,Chardonnay,,2016.0,Sonoma Mountain,Chardonnay
1168,13.9,"Willamette Valley, Willamette Valley, Oregon, US",Red,90,50.0,"Relative to the rest of Fullerton's 2016 Pinots, the Croft seems the most tannic, with a thicker presence in the mouth. Blackberry, black cherry and cola components are the defining flavors, with black olive and dark chocolate highlights running through the tannins.",https://www.winemag.com/buying-guide/fullerton-2016-croft-vineyard-pinot-noir-willamette-valley-301959/,Pinot Noir,Fullerton 2016 Croft Vineyard Pinot Noir (Willamette Valley),Fullerton,Willamette Valley, Willamette Valley, Oregon, US,Croft Vineyard Pinot Noir,Pinot Noir,,2016.0,Willamette Valley,Pinot Noir
1169,14.1,Geyser Peak,Red,90,13.0,Excellent fruit concentration and very good balance make this full-bodied wine a winner. Minty cedary aromas accent the vivid black-cherry and pomegranate flavors as moderate tannins and fresh acidity add appetizing structure.,https://www.winemag.com/buying-guide/geyser-peak-2015-merlot-california/,California,Geyser Peak 2015 Merlot (California),Geyser Peak,Geyser Peak,,,,Merlot,,California,2015.0,,Merlot
1170,12.9,"Carneros, Napa-Sonoma, California, US",Rose,90,30.0,"Crisp waves of cherry vanilla are complemented by citrus-driven acidity in this light bright wine that's well made and memorable. Textured, it is lengthy and has ample body to work on its own or with food.",https://www.winemag.com/buying-guide/gloria-ferrer-2017-rose-of-pinot-noir-carneros/,Pinot Noir,Gloria Ferrer 2017 Rosé of Pinot Noir (Carneros),Gloria Ferrer,Carneros, Napa-Sonoma, California, US,,Pinot Noir,,2017.0,Carneros,Pinot Noir
1171,13.6,"Santa Barbara County, Central Coast, California, US",Red,90,48.0,"Red-cherry compote, balsamic-glazed berries and a pinch of dried sage show on the nose of this bottling from a new label that's made by a secret group of winemakers. It's relatively light on the palate but full of flavors, from sour cherry and cranberry to pepper dust and dried marjoram.",https://www.winemag.com/buying-guide/grace-vine-2014-reserve-pinot-noir-santa-barbara-county-301445/,Pinot Noir,Grace + Vine 2014 Reserve Pinot Noir (Santa Barbara County),Grace + Vine,Santa Barbara County, Central Coast, California, US,Reserve Pinot Noir,Pinot Noir,,2014.0,Santa Barbara County,Pinot Noir
1172,15.2,"South Coast, South Coast, California, US",Red,90,58.0,"Deep, dark and lush aromas of blackberry, black plums, lilac and smoked meat show on the nose of this bottling. The palate is well rounded and cohesive, showing berry, plum and espresso-bean flavors.",https://www.winemag.com/buying-guide/hawk-watch-winery-2015-solo-barrique-malbec-south-coast-301231/,Malbec,Hawk Watch Winery 2015 Solo Barrique Malbec (South Coast),Hawk Watch Winery,South Coast, South Coast, California, US,Solo Barrique Malbec,Malbec,,2015.0,South Coast,Malbec
1173,13.7,Jordan,White,90,33.0,"This is a tense, tart and crisply mineral-laden white wine, thick on entry in peach and melon flavor. The midpalate finds peace and balance, allowing a slight bit of reduction to linger and the finish to focus in acidity.",https://www.winemag.com/buying-guide/jordan-2016-chardonnay-russian-river-valley-300633/,Russian River Valley,Jordan 2016 Chardonnay (Russian River Valley),Jordan,Jordan,,,,Chardonnay,,Russian River Valley,2016.0,,Chardonnay
1174,14.2,"Russian River Valley, Sonoma, California, US",Red,90,48.0,"This vineyard used to be called the Floodgate Vineyard and has been a consistent source of grapes to the producer. Soft, plush and brimming in dark rustic cherry and cardamom, this wine is also plenty earthy, a mix of turned earth and dried herb. The tannins are thick and strong.",https://www.winemag.com/buying-guide/joseph-jewell-2014-starscape-vineyard-pinot-noir-russian-river-valley/,Pinot Noir,Joseph Jewell 2014 Starscape Vineyard Pinot Noir (Russian River Valley),Joseph Jewell,Russian River Valley, Sonoma, California, US,Starscape Vineyard Pinot Noir,Pinot Noir,,2014.0,Russian River Valley,Pinot Noir
1175,13.7,"Willamette Valley, Willamette Valley, Oregon, US",Red,90,25.0,"The front label picture of Sigmund Freud underscores the punny name for this new entry into the winery's lineup. The wine was treated to 18 months in 30% new French oak. Its generous, fruit-driven flavors of raspberry and cherry come with a streak of cola, while the tannins are lightly dusty and proportionate.",https://www.winemag.com/buying-guide/king-estate-2016-pinot-envy-pinot-noir-willamette-valley-302184/,Pinot Noir,King Estate 2016 Pinot Envy Pinot Noir (Willamette Valley),King Estate,Willamette Valley, Willamette Valley, Oregon, US,Pinot Envy Pinot Noir,Pinot Noir,,2016.0,Willamette Valley,Pinot Noir
1176,14.5,Koehler,Red,90,38.0,"Cranberry, white pepper, dried herbs and wet gravel make for a complex aromatic entry to the nose of this bottling. Bright flavors of red cherry, oregano and rose petals give depth to the lighter-bodied style and make it quite easy to quaff.",https://www.winemag.com/buying-guide/koehler-2015-sangiovese-santa-ynez-valley-301240/,Santa Ynez Valley,Koehler 2015 Sangiovese (Santa Ynez Valley),Koehler,Koehler,,,,Sangiovese,,Santa Ynez Valley,2015.0,,Sangiovese
1177,15.2,Martinelli,Red,90,45.0,"Amped up in gritty texture and a big tannin profile, this is robust, richly concentrated red wine, able to deliver expertly on its style. Rich dark cherry, toasted oak and a thick thread of earthiness combine effortlessly and with a tenacity that's impressive.",https://www.winemag.com/buying-guide/martinelli-2016-pinot-noir-sonoma-coast/,Sonoma Coast,Martinelli 2016 Pinot Noir (Sonoma Coast),Martinelli,Martinelli,,,,Pinot Noir,,Sonoma Coast,2016.0,,Pinot Noir
1178,14.3,"Sierra Foothills, Sierra Foothills, California, US",Red,90,26.0,"The tasty fruit flavors ring clear as a bell in this berry- and cherry-drenched and mouth-filling wine. It's grapey in a good way, very open and generous in character, and there's little or no oak to mask the fruit.",https://www.winemag.com/buying-guide/naggiar-2016-estate-grown-root-49-barbera-sierra-foothills/,Barbera,Naggiar 2016 Estate Grown Root 49 Barbera (Sierra Foothills),Naggiar,Sierra Foothills, Sierra Foothills, California, US,Estate Grown Root,Barbera,,2016.0,Sierra Foothills,Barbera
1179,14.7,Pambrun,Red,90,70.0,"This is the first release from a new winery from Willamette Valley Vineyards that will be located on the Oregon side of Walla Walla Valley. The aromas bring a sense of purity, with notes of black currant, raspberry, plum and fresh tobacco. The palate offers a sense of delicacy and restraint. There's structure here, but it relies less on overt tannins than most Cabernets. It's a unique offering of the variety.",https://www.winemag.com/buying-guide/pambrun-2015-cabernet-sauvignon-walla-walla-valley-or-302246/,Walla Walla Valley (OR),Pambrun 2015 Cabernet Sauvignon (Walla Walla Valley (OR)),Pambrun,Pambrun,,,,Cabernet Sauvignon,,,2015.0,,Cabernet Sauvignon
1180,14.7,Pambrun,Red,90,70.0,"This is the first release from a new winery from Willamette Valley Vineyards that will be located on the Oregon side of Walla Walla Valley. The aromas bring a sense of purity, with notes of black currant, raspberry, plum and fresh tobacco. The palate offers a sense of delicacy and restraint. There's structure here, but it relies less on overt tannins than most Cabernets. It's a unique offering of the variety.",https://www.winemag.com/buying-guide/pambrun-2015-cabernet-sauvignon-walla-walla-valley-or-302246/,Walla Walla Valley (OR),Pambrun 2015 Cabernet Sauvignon (Walla Walla Valley (OR)),Pambrun,Pambrun,,,,Cabernet Sauvignon,,,2015.0,,Cabernet Sauvignon
1181,14.3,"Willamette Valley, Willamette Valley, Oregon, US",Red,90,25.0,"The latest version is more widely available through expanded production and offers a price drop as well. In fact, it's a fine value in a sappy, sexy style. Raspberry, blueberry, blackberry and cherry fruits are here in abundance—the whole spectrum, reflecting a variety of top vineyard sources. The tasty fruit is backed with fine-tuned tannins—and 42% new French oak.",https://www.winemag.com/buying-guide/panther-creek-2016-winemakers-cuvee-pinot-noir-willamette-valley/,Pinot Noir,Panther Creek 2016 Winemaker's Cuvée Pinot Noir (Willamette Valley),Panther Creek,Willamette Valley, Willamette Valley, Oregon, US,,Pinot Noir,,2016.0,Willamette Valley,Pinot Noir
1182,14.1,"Mendocino, Mendocino County, California, US",White,90,40.0,"Well balanced and medium bodied, this wine from a unique mountainside vineyard combines good elements of natural acidity for freshness with ripe apple and pear for flavor. A smooth, layered mouthfeel wraps it all up nicely.",https://www.winemag.com/buying-guide/townley-2015-alder-springs-vineyard-chardonnay-mendocino/,Chardonnay,Townley 2015 Alder Springs Vineyard Chardonnay (Mendocino),Townley,Mendocino, Mendocino County, California, US,Alder Springs Vineyard Chardonnay,Chardonnay,,2015.0,Mendocino County,Chardonnay
1183,13.5,"Central Coast, Central Coast, California, US",White,90,16.0,"A blend of grapes from the pioneering family's properties in Livermore and Arroyo Seco, this starts with aromas of pear flesh, lime skin, bright tangerine, honeydew and a touch of chalk. There is a tropical streak to the palate, but it's energetic and balanced, showing flavors of guava, mango and ripe red apple, all honed in by a tight pink-grapefruit-pith structure.",https://www.winemag.com/buying-guide/wente-2016-coastal-selection-chardonnay-central-coast-302739/,Chardonnay,Wente 2016 Coastal Selection Chardonnay (Central Coast),Wente,Central Coast, Central Coast, California, US,Coastal Selection Chardonnay,Chardonnay,,2016.0,Central Coast,Chardonnay
1184,14.0,50 Harvests,Red,90,50.0,"This blend of 75% Cabernet Sauvignon and 25% Petit Verdot commemorates the number of consecutive harvests by the Scotto family of Steele Canyon Cellars. Candied red fruit gives it broad, lasting richness that lingers across the structured palate.",https://www.winemag.com/buying-guide/50-harvests-2014-meritage-napa-valley/,Napa Valley,50 Harvests 2014 Meritage (Napa Valley),50 Harvests,50 Harvests,,,,Meritage,,Napa Valley,2014.0,,Meritage
1185,12.0,"Oregon, Oregon Other, Oregon, US",Red,88,25.0,"Winemaker Daniel Kraft, whose primary work is at Washington's Kevin White winery, has named his solo project after the Native American name for Mount Jefferson. This Pinot, from a vineyard owned by Mimi Casteel, opens with ripe flavors of strawberry preserves. It's lively, lightly herbal, medium bodied and finished with a smooth streak of café crême.",https://www.winemag.com/buying-guide/seekseekqua-2016-whitewater-pinot-noir-oregon/,Pinot Noir,Seekseekqua 2016 Whitewater Pinot Noir (Oregon),Seekseekqua,Oregon, Oregon Other, Oregon, US,Whitewater Pinot Noir,Pinot Noir,,2016.0,Oregon,Pinot Noir
1186,13.8,"Willamette Valley, Willamette Valley, Oregon, US",Red,88,30.0,"Pretty cherry fruit opens this wine and shows instant appeal. There's also a streak of rubber, suggesting that it remains a bit reductive and should be aggressively aerated. Hints of black olive and tar come up through the finish.",https://www.winemag.com/buying-guide/solena-2016-grande-cuvee-pinot-noir-willamette-valley/,Pinot Noir,Soléna 2016 Grande Cuvée Pinot Noir (Willamette Valley),Soléna,Willamette Valley, Willamette Valley, Oregon, US,Grande,Pinot Noir,,2016.0,Willamette Valley,Pinot Noir
1187,14.4,"McMinnville, Willamette Valley, Oregon, US",Red,88,55.0,"Quite a few wineries purchase and feature Hyland Vineyard grapes, but here they lack a bit of presence. This is done in a light, easy-drinking style that might have come from anywhere. Strawberry fruit and suggestions of dried straw are the principal flavors, with a light dusting of cocoa powder from aging in 40% new French oak.",https://www.winemag.com/buying-guide/solena-2016-hyland-vineyard-pinot-noir-mcminnville/,Pinot Noir,Soléna 2016 Hyland Vineyard Pinot Noir (McMinnville),Soléna,McMinnville, Willamette Valley, Oregon, US,Hyland Vineyard Pinot Noir,Pinot Noir,,2016.0,Willamette Valley,Pinot Noir
1188,15.1,"Central Coast, Central Coast, California, US",Red,88,53.0,"Stewed red-fruit flavors of strawberry-balsamic sauce and red and black licorice show on the nose of this bottling. Intense gingerbread flavors meet with ripe red cherry and mulberry on the palate, which is very ripe.",https://www.winemag.com/buying-guide/alara-2016-reserve-pinot-noir-central-coast-301807/,Pinot Noir,Alara 2016 Reserve Pinot Noir (Central Coast),Alara,Central Coast, Central Coast, California, US,Reserve Pinot Noir,Pinot Noir,,2016.0,Central Coast,Pinot Noir
1189,13.1,"Elkton Oregon, Southern Oregon, Oregon, US",Red,88,38.0,Brambly raspberry fruit is wrapped in a thicket of peppery herb. The tannins lead into an astringent finish with suggestions of green tea. This should benefit from aggressive aeration and/or further bottle aging. Optimal drinking window is 2020–2026.,https://www.winemag.com/buying-guide/brandborg-2014-ferris-wheel-estate-vineyard-pinot-noir-elkton-oregon/,Pinot Noir,Brandborg 2014 Ferris Wheel Estate Vineyard Pinot Noir (Elkton Oregon),Brandborg,Elkton Oregon, Southern Oregon, Oregon, US,Ferris Wheel Estate Vineyard Pinot Noir,Pinot Noir,,2014.0,Southern Oregon,Pinot Noir
1190,12.7,"Dundee Hills, Willamette Valley, Oregon, US",Red,88,50.0,"This single vineyard selection spends time in half new, 40% once-used barrels. The oak influence is muted, just as well since the low alcohol translates into light fruit flavors of strawberry and raspberry. The tannins have a green tea character, and the acids seem a bit chalky, but as it's done in a lighter style, if paired with a simple salmon preparation, it suits the bill.",https://www.winemag.com/buying-guide/chehalem-2016-stoller-vineyards-pinot-noir-dundee-hills/,Pinot Noir,Chehalem 2016 Stoller Vineyards Pinot Noir (Dundee Hills),Chehalem,Dundee Hills, Willamette Valley, Oregon, US,Stoller Vineyards Pinot Noir,Pinot Noir,,2016.0,Willamette Valley,Pinot Noir
1191,13.3,"Horse Heaven Hills, Columbia Valley, Washington, US",Rose,88,18.0,"This wine is 100% Barbera. A pretty pale salmon color, with aromas of watermelon and sour cherry that lead to quite tart, full-feeling flavors with a kiss of sweetness but more than enough acidity to keep it in check.",https://www.winemag.com/buying-guide/coyote-canyon-2017-life-is-rose-horse-heaven-hills-302264/,Rosé,Coyote Canyon 2017 Life is Rosé (Horse Heaven Hills),Coyote Canyon,Horse Heaven Hills, Columbia Valley, Washington, US,Life is,Rosé,,2017.0,Washington,Rosé
1192,15.0,"Paso Robles Willow Creek District, Central Coast, California, US",Red,88,45.0,"Opaque in the glass, this bottling shows extremely dense and extracted aromas of kirsch, chocolate syrup, caramel and a hint of mint on the nose. It is suave and creamy on the palate, yet rather thick with unctuous flavors of roasted black plum and coffee liqueur. Acid arises on the finish.",https://www.winemag.com/buying-guide/dunning-vineyards-2014-4-hearts-vineyard-reserve-petite-sirah-paso-robles-willow-creek-district-301438/,Petite Sirah,Dunning Vineyards 2014 4 Hearts Vineyard Reserve Petite Sirah (Paso Robles Willow Creek District),Dunning Vineyards,Paso Robles Willow Creek District, Central Coast, California, US,,Petite Sirah,,2014.0,Paso Robles Willow Creek District,Petite Sirah
1193,14.5,"Sierra Foothills, Sierra Foothills, California, US",Red,88,35.0,"An attractive oak element in the aroma leads to good, satisfying fruit flavors on the palate and some oak spice accents like vanilla and nutmeg. The wine is a Bordeaux-style blend with noticeable acidity and tannins and is full bodied.",https://www.winemag.com/buying-guide/easton-2014-three-of-a-kind-ridgewood-vineyard-old-vine-red-sierra-foothills/,Cabernet Blend,Easton 2014 Three of a Kind Ridgewood Vineyard Old Vine Red (Sierra Foothills),Easton,Sierra Foothills, Sierra Foothills, California, US,Three of a Kind Ridgewood Vineyard Old Vine Red,Cabernet Blend,,2014.0,Sierra Foothills,Cabernet Blend
1194,14.1,"Willamette Valley, Willamette Valley, Oregon, US",Red,88,35.0,"Light and forward, this fills the mouth with texture more than rich flavor. Gentle highlights of raspberries and cherries come with a wash of chocolate malt and a streak of cola. Drink now and over the next three years.",https://www.winemag.com/buying-guide/ermisch-2016-erendiras-rise-pinot-noir-willamette-valley/,Pinot Noir,Ermisch 2016 Erendira's Rise Pinot Noir (Willamette Valley),Ermisch,Willamette Valley, Willamette Valley, Oregon, US,,Pinot Noir,,2016.0,Willamette Valley,Pinot Noir
1195,13.2,"Lodi, Central Valley, California, US",Rose,88,17.0,"This is a very good dry wine that's quite fresh, well balanced and thirst quenching. Raspberry and watermelon flavors are buoyed by good fruit acidity for a tangy mouthfeel.",https://www.winemag.com/buying-guide/jessies-grove-2017-jessies-collection-estate-grown-dry-rose-of-carignane-lodi/,Carignane,Jessie's Grove 2017 Jessie's Collection Estate Grown Dry Rosé of Carignane (Lodi),Jessie's Grove,Lodi, Central Valley, California, US,,Carignane,,2017.0,Lodi,Carignane
1196,15.5,"Dry Creek Valley, Sonoma, California, US",Red,88,36.0,"Velvety thick and pleasantly concentrated, this is a burly, big-boned and richly defined wine. It's also a celebration of blackberry jam that's accented in smoke and leather.",https://www.winemag.com/buying-guide/kokomo-2016-paulines-vineyard-zinfandel-dry-creek-valley/,Zinfandel,Kokomo 2016 Pauline's Vineyard Zinfandel (Dry Creek Valley),Kokomo,Dry Creek Valley, Sonoma, California, US,,Zinfandel,,2016.0,Dry Creek Valley,Zinfandel
1197,13.8,"Carneros, Napa-Sonoma, California, US",White,88,24.0,"Heady in vanilla brioche and sugary aromas, this wine has a steely midpalate that takes on a lushness toward the finish, a mix of baked apple and sweet cinnamon.",https://www.winemag.com/buying-guide/mahoney-2016-gavin-vineyard-chardonnay-carneros-302527/,Chardonnay,Mahoney 2016 Gavin Vineyard Chardonnay (Carneros),Mahoney,Carneros, Napa-Sonoma, California, US,Gavin Vineyard Chardonnay,Chardonnay,,2016.0,Carneros,Chardonnay
1198,14.5,"Adelaida District, Central Coast, California, US",Red,88,36.0,"This blend of 50% Cabernet Sauvignon and 50% Merlot offers aromas of blackberry, purple flowers and a fig balsamic glaze on the nose. The palate is extremely tangy, offering fresh flavors of blackberry and peppery spice.",https://www.winemag.com/buying-guide/oso-libre-2013-querida-red-adelaida-district-301213/,Bordeaux-style Red Blend,Oso Libre 2013 Querida Red (Adelaida District),Oso Libre,Adelaida District, Central Coast, California, US,Querida Red,Red Blend,,2013.0,Central Coast,Red Blend
1199,14.1,"Eola-Amity Hills, Willamette Valley, Oregon, US",Red,88,50.0,"Given its youth, it's not at all surprising that this wine is still pulling itself together. There are streams of tart citrus, wild berry, tobacco and earth, all flowing in the right direction but not yet coalesced into a seamless whole. Barrel aging for 17 months in half new French oak brings a touch of vanilla to the finish.",https://www.winemag.com/buying-guide/panther-creek-2016-schindler-vineyard-pinot-noir-eola-amity-hills/,Pinot Noir,Panther Creek 2016 Schindler Vineyard Pinot Noir (Eola-Amity Hills),Panther Creek,Eola-Amity Hills, Willamette Valley, Oregon, US,Schindler Vineyard Pinot Noir,Pinot Noir,,2016.0,Willamette Valley,Pinot Noir
1200,13.1,"Finger Lakes, Finger Lakes, New York, US",White,88,18.0,"A delightfully integrated nose of canned peach, yellow apple and potpourri spice translates to the rounded yet succulent palate. It's juicy and persistent in feel, with a healthy vein of acidity that extends the floral finish.",https://www.winemag.com/buying-guide/silver-thread-2016-stv-estate-vineyard-gewurztraminer-finger-lakes/,Gewürztraminer,Silver Thread 2016 STV Estate Vineyard Gewürztraminer (Finger Lakes),Silver Thread,Finger Lakes, Finger Lakes, New York, US,STV Estate Vineyard,Gewürztraminer,,2016.0,New York,Gewürztraminer
1201,13.1,"Carneros, Napa-Sonoma, California, US",Rose,88,19.0,"From a single site, this is a saignée of wine that is stainless-steel fermented and retentive in high-toned acidity. Peach-skin and lemon-peel flavors highlight a dry austere style that doesn't overwhelm.",https://www.winemag.com/buying-guide/terragena-2017-abbassi-vineyard-rose-of-pinot-noir-carneros/,Pinot Noir,Terragena 2017 Abbassi Vineyard Rosé of Pinot Noir (Carneros),Terragena,Carneros, Napa-Sonoma, California, US,Abbassi Vineyard,Pinot Noir,,2017.0,Carneros,Pinot Noir
1202,14.7,"Yakima Valley, Columbia Valley, Washington, US",Red,88,50.0,"This wine is a blend of Mourvèdre (55%) and Grenache. The aromas of white pepper, herb and red cherry seem quite reticent out of the gate. The red and black fruit flavors are on the lighter side of medium bodied, tapering toward the finish. It's equal parts intrigue and delivery.",https://www.winemag.com/buying-guide/upsidedown-2016-the-artist-collection-dead-poplar-estate-vineyard-red-yakima-valley/,Rhône-style Red Blend,Upsidedown 2016 The Artist Collection Dead Poplar Estate Vineyard Red (Yakima Valley),Upsidedown,Yakima Valley, Columbia Valley, Washington, US,The Artist Collection Dead Poplar Estate Vineyard Red,Rhône-style Red Blend,,2016.0,Yakima Valley,Rhône-style Red Blend
1205,13.8,"Willamette Valley, Willamette Valley, Oregon, US",Red,88,22.0,"Some 60% of the grapes are estate grown, and all of this value-priced Pinot is sourced from the Willamette Valley (most inexpensive Oregon Pinots are not). With solid winemaking throughout, it's a splendid mix of black cherry, baking spices and barrel hints of toasted coconut and almond paste.",https://www.winemag.com/buying-guide/coeur-de-terre-2015-oregon-pinot-noir-willamette-valley/,Pinot Noir,Coeur de Terre 2015 Oregon Pinot Noir (Willamette Valley),Coeur de Terre,Willamette Valley, Willamette Valley, Oregon, US,Oregon Pinot Noir,Pinot Noir,,2015.0,Willamette Valley,Pinot Noir
1206,13.6,"Applegate Valley, Southern Oregon, Oregon, US",White,88,28.0,"This coferments 30% Viognier, 40% Marsanne and 30% Roussanne, somewhat different proportions from the previous vintage. It spent three months in one-quarter new French oak, yielding a lightly spicy wine tasting of lemony herbs, lime, pineapple and gooseberry. More toward the yellow/green fruit spectrum, it's a pleasant quaffer with a hint of toast from the minimal time in barrel.",https://www.winemag.com/buying-guide/cowhorn-2017-spiral-36-white-applegate-valley/,Rhône-style White Blend,Cowhorn 2017 Spiral 36 White (Applegate Valley),Cowhorn,Applegate Valley, Southern Oregon, Oregon, US,Spiral,White Blend,,2017.0,Southern Oregon,White Blend
1207,14.2,"Carneros, Napa-Sonoma, California, US",Red,88,47.0,This estate wine offers a tight-grained tension of tannin and oak that underlines a robust ripeness and sense of power. Bright red fruit is in there and youthfully evolving to have its own day in the sun.,https://www.winemag.com/buying-guide/etude-2016-grace-benoist-ranch-estate-grown-pinot-noir-carneros/,Pinot Noir,Etude 2016 Grace Benoist Ranch Estate Grown Pinot Noir (Carneros),Etude,Carneros, Napa-Sonoma, California, US,Grace Benoist Ranch Estate Grown Pinot Noir,Pinot Noir,,2016.0,Carneros,Pinot Noir
1208,12.5,"Seneca Lake, Finger Lakes, New York, US",White,88,15.0,"An oak-driven nose of toasted citrus carries to the the medium-bodied palate, along with a juicy flavor of grilled peach. Silky and soft in feel, yet balanced by a bright vein of acidity, this lingers on a browned marshmallow note.",https://www.winemag.com/buying-guide/fox-run-2015-reserve-kaiser-vineyard-chardonnay-seneca-lake/,Chardonnay,Fox Run 2015 Reserve Kaiser Vineyard Chardonnay (Seneca Lake),Fox Run,Seneca Lake, Finger Lakes, New York, US,Reserve Kaiser Vineyard Chardonnay,Chardonnay,,2015.0,Seneca Lake,Chardonnay
